case_id,summary,offense,ipc_section,detention,expected_sentence,age,gender,priority_label,undertrial_flag
C04508,"Minor theft case, in custody for 34 months",theft,IPC 379,34,6,43,Female,high,yes
C04509,"Physical assault case, undertrial for 15 months",assault,IPC 351,15,24,27,Male,medium,no
C04510,"Minor theft case, in custody for 30 months",theft,IPC 379,30,6,32,Male,high,yes
C04511,"Physical assault case, detained for 22 months",assault,IPC 351,22,24,57,Female,medium,no
C04512,"Minor theft case, in custody for 9 months",theft,IPC 379,9,6,18,Female,high,yes
C04513,"Financial fraud case, in custody for 3 months",fraud,IPC 420,3,12,56,Male,low,no
C04514,"Financial fraud case, undertrial for 29 months",fraud,IPC 420,29,12,18,Female,high,yes
C04515,"Robbery case, in custody for 16 months",robbery,IPC 392,16,36,70,Female,low,no
C04516,"Physical assault case, detained for 31 months",assault,IPC 351,31,24,26,Female,high,yes
C04517,"Physical assault case, detained for 14 months",assault,IPC 351,14,24,67,Male,medium,no
C04518,"Physical assault case, in custody for 21 months",assault,IPC 351,21,24,57,Male,medium,no
C04519,"Minor theft case, detained for 17 months",theft,IPC 379,17,6,60,Male,high,yes
C04520,"Robbery case, in custody for 25 months",robbery,IPC 392,25,36,33,Female,medium,no
C04521,"Physical assault case, detained for 17 months",assault,IPC 351,17,24,50,Male,medium,no
C04522,"Minor theft case, undertrial for 28 months",theft,IPC 379,28,6,46,Male,high,yes
C04523,"Robbery case, in custody for 28 months",robbery,IPC 392,28,36,54,Male,medium,no
C04524,"Minor theft case, detained for 31 months",theft,IPC 379,31,6,26,Female,high,yes
C04525,"Robbery case, in custody for 3 months",robbery,IPC 392,3,36,53,Male,low,no
C04526,"Robbery case, in custody for 35 months",robbery,IPC 392,35,36,70,Female,medium,no
C04527,"Financial fraud case, in custody for 5 months",fraud,IPC 420,5,12,55,Female,low,no
C04528,"Minor theft case, in custody for 14 months",theft,IPC 379,14,6,63,Male,high,yes
C04529,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,46,Female,high,yes
C04530,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,50,Male,high,yes
C04531,"Physical assault case, detained for 14 months",assault,IPC 351,14,24,53,Male,medium,no
C04532,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,58,Male,high,yes
C04533,"Financial fraud case, undertrial for 23 months",fraud,IPC 420,23,12,56,Female,high,yes
C04534,"Minor theft case, detained for 31 months",theft,IPC 379,31,6,59,Male,high,yes
C04535,"Financial fraud case, undertrial for 32 months",fraud,IPC 420,32,12,50,Male,high,yes
C04536,"Robbery case, in custody for 7 months",robbery,IPC 392,7,36,18,Male,low,no
C04537,"Physical assault case, detained for 25 months",assault,IPC 351,25,24,51,Male,high,yes
C04538,"Minor theft case, detained for 9 months",theft,IPC 379,9,6,23,Male,high,yes
C04539,"Financial fraud case, undertrial for 33 months",fraud,IPC 420,33,12,62,Female,high,yes
C04540,"Minor theft case, undertrial for 6 months",theft,IPC 379,6,6,39,Female,medium,no
C04541,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,66,Female,high,yes
C04542,"Robbery case, undertrial for 36 months",robbery,IPC 392,36,36,70,Female,medium,no
C04543,"Robbery case, undertrial for 8 months",robbery,IPC 392,8,36,38,Female,low,no
C04544,"Financial fraud case, in custody for 2 months",fraud,IPC 420,2,12,37,Male,low,no
C04545,"Financial fraud case, in custody for 28 months",fraud,IPC 420,28,12,40,Male,high,yes
C04546,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,49,Male,medium,no
C04547,"Minor theft case, undertrial for 9 months",theft,IPC 379,9,6,35,Female,high,yes
C04548,"Financial fraud case, undertrial for 3 months",fraud,IPC 420,3,12,60,Female,low,no
C04549,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,61,Male,high,yes
C04550,"Financial fraud case, detained for 15 months",fraud,IPC 420,15,12,34,Male,high,yes
C04551,"Minor theft case, in custody for 29 months",theft,IPC 379,29,6,49,Female,high,yes
C04552,"Robbery case, detained for 19 months",robbery,IPC 392,19,36,65,Male,medium,no
C04553,"Robbery case, in custody for 21 months",robbery,IPC 392,21,36,24,Female,medium,no
C04554,"Robbery case, in custody for 24 months",robbery,IPC 392,24,36,31,Male,medium,no
C04555,"Minor theft case, detained for 12 months",theft,IPC 379,12,6,41,Female,high,yes
C04556,"Physical assault case, in custody for 8 months",assault,IPC 351,8,24,69,Female,low,no
C04557,"Physical assault case, undertrial for 36 months",assault,IPC 351,36,24,52,Male,high,yes
C04558,"Physical assault case, undertrial for 9 months",assault,IPC 351,9,24,42,Female,low,no
C04559,"Minor theft case, detained for 36 months",theft,IPC 379,36,6,30,Male,high,yes
C04560,"Financial fraud case, undertrial for 22 months",fraud,IPC 420,22,12,46,Female,high,yes
C04561,"Minor theft case, undertrial for 28 months",theft,IPC 379,28,6,50,Male,high,yes
C04562,"Financial fraud case, undertrial for 5 months",fraud,IPC 420,5,12,36,Female,low,no
C04563,"Financial fraud case, detained for 21 months",fraud,IPC 420,21,12,60,Female,high,yes
C04564,"Financial fraud case, undertrial for 22 months",fraud,IPC 420,22,12,43,Female,high,yes
C04565,"Minor theft case, detained for 30 months",theft,IPC 379,30,6,56,Female,high,yes
C04566,"Financial fraud case, undertrial for 8 months",fraud,IPC 420,8,12,55,Male,medium,no
C04567,"Physical assault case, detained for 19 months",assault,IPC 351,19,24,39,Female,medium,no
C04568,"Minor theft case, detained for 3 months",theft,IPC 379,3,6,31,Female,low,no
C04569,"Robbery case, in custody for 23 months",robbery,IPC 392,23,36,26,Female,medium,no
C04570,"Financial fraud case, detained for 25 months",fraud,IPC 420,25,12,18,Male,high,yes
C04571,"Minor theft case, detained for 18 months",theft,IPC 379,18,6,55,Male,high,yes
C04572,"Physical assault case, in custody for 13 months",assault,IPC 351,13,24,22,Female,medium,no
C04573,"Minor theft case, in custody for 24 months",theft,IPC 379,24,6,62,Female,high,yes
C04574,"Minor theft case, in custody for 13 months",theft,IPC 379,13,6,52,Male,high,yes
C04575,"Minor theft case, detained for 30 months",theft,IPC 379,30,6,22,Female,high,yes
C04576,"Minor theft case, undertrial for 8 months",theft,IPC 379,8,6,41,Female,high,yes
C04577,"Minor theft case, detained for 26 months",theft,IPC 379,26,6,34,Female,high,yes
C04578,"Physical assault case, in custody for 10 months",assault,IPC 351,10,24,65,Male,low,no
C04579,"Physical assault case, in custody for 4 months",assault,IPC 351,4,24,39,Female,low,no
C04580,"Robbery case, detained for 33 months",robbery,IPC 392,33,36,24,Male,medium,no
C04581,"Physical assault case, detained for 7 months",assault,IPC 351,7,24,57,Male,low,no
C04582,"Minor theft case, undertrial for 11 months",theft,IPC 379,11,6,67,Male,high,yes
C04583,"Physical assault case, detained for 10 months",assault,IPC 351,10,24,47,Female,low,no
C04584,"Financial fraud case, in custody for 7 months",fraud,IPC 420,7,12,26,Female,medium,no
C04585,"Financial fraud case, detained for 16 months",fraud,IPC 420,16,12,23,Male,high,yes
C04586,"Minor theft case, in custody for 28 months",theft,IPC 379,28,6,35,Male,high,yes
C04587,"Physical assault case, undertrial for 34 months",assault,IPC 351,34,24,31,Female,high,yes
C04588,"Minor theft case, detained for 28 months",theft,IPC 379,28,6,53,Female,high,yes
C04589,"Financial fraud case, undertrial for 17 months",fraud,IPC 420,17,12,67,Female,high,yes
C04590,"Physical assault case, detained for 23 months",assault,IPC 351,23,24,45,Female,medium,no
C04591,"Physical assault case, undertrial for 22 months",assault,IPC 351,22,24,35,Male,medium,no
C04592,"Physical assault case, undertrial for 19 months",assault,IPC 351,19,24,63,Male,medium,no
C04593,"Financial fraud case, in custody for 4 months",fraud,IPC 420,4,12,31,Male,low,no
C04594,"Robbery case, detained for 24 months",robbery,IPC 392,24,36,21,Female,medium,no
C04595,"Physical assault case, undertrial for 29 months",assault,IPC 351,29,24,53,Male,high,yes
C04596,"Financial fraud case, detained for 9 months",fraud,IPC 420,9,12,66,Female,medium,no
C04597,"Minor theft case, detained for 20 months",theft,IPC 379,20,6,36,Male,high,yes
C04598,"Robbery case, detained for 28 months",robbery,IPC 392,28,36,19,Female,medium,no
C04599,"Minor theft case, in custody for 17 months",theft,IPC 379,17,6,26,Male,high,yes
C04600,"Physical assault case, in custody for 34 months",assault,IPC 351,34,24,43,Male,high,yes
C04601,"Physical assault case, in custody for 24 months",assault,IPC 351,24,24,40,Female,medium,no
C04602,"Physical assault case, detained for 21 months",assault,IPC 351,21,24,60,Male,medium,no
C04603,"Physical assault case, undertrial for 31 months",assault,IPC 351,31,24,70,Female,high,yes
C04604,"Robbery case, detained for 4 months",robbery,IPC 392,4,36,69,Female,low,no
C04605,"Minor theft case, detained for 15 months",theft,IPC 379,15,6,58,Male,high,yes
C04606,"Physical assault case, detained for 4 months",assault,IPC 351,4,24,62,Female,low,no
C04607,"Financial fraud case, detained for 19 months",fraud,IPC 420,19,12,61,Male,high,yes
C04608,"Physical assault case, detained for 2 months",assault,IPC 351,2,24,52,Male,low,no
C04609,"Robbery case, in custody for 28 months",robbery,IPC 392,28,36,40,Male,medium,no
C04610,"Minor theft case, detained for 36 months",theft,IPC 379,36,6,67,Male,high,yes
C04611,"Financial fraud case, undertrial for 21 months",fraud,IPC 420,21,12,28,Male,high,yes
C04612,"Robbery case, undertrial for 34 months",robbery,IPC 392,34,36,45,Male,medium,no
C04613,"Physical assault case, in custody for 24 months",assault,IPC 351,24,24,64,Female,medium,no
C04614,"Physical assault case, detained for 9 months",assault,IPC 351,9,24,36,Female,low,no
C04615,"Financial fraud case, in custody for 33 months",fraud,IPC 420,33,12,27,Female,high,yes
C04616,"Robbery case, detained for 35 months",robbery,IPC 392,35,36,39,Female,medium,no
C04617,"Physical assault case, in custody for 25 months",assault,IPC 351,25,24,54,Male,high,yes
C04618,"Minor theft case, undertrial for 25 months",theft,IPC 379,25,6,38,Male,high,yes
C04619,"Physical assault case, undertrial for 23 months",assault,IPC 351,23,24,18,Male,medium,no
C04620,"Minor theft case, detained for 8 months",theft,IPC 379,8,6,30,Male,high,yes
C04621,"Physical assault case, detained for 23 months",assault,IPC 351,23,24,50,Male,medium,no
C04622,"Physical assault case, in custody for 20 months",assault,IPC 351,20,24,45,Female,medium,no
C04623,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,26,Female,high,yes
C04624,"Robbery case, in custody for 33 months",robbery,IPC 392,33,36,67,Female,medium,no
C04625,"Robbery case, in custody for 18 months",robbery,IPC 392,18,36,43,Female,low,no
C04626,"Financial fraud case, undertrial for 11 months",fraud,IPC 420,11,12,24,Female,medium,no
C04627,"Financial fraud case, detained for 32 months",fraud,IPC 420,32,12,32,Female,high,yes
C04628,"Physical assault case, in custody for 33 months",assault,IPC 351,33,24,38,Male,high,yes
C04629,"Physical assault case, in custody for 22 months",assault,IPC 351,22,24,43,Female,medium,no
C04630,"Robbery case, detained for 11 months",robbery,IPC 392,11,36,21,Female,low,no
C04631,"Physical assault case, undertrial for 1 months",assault,IPC 351,1,24,69,Female,low,no
C04632,"Physical assault case, in custody for 2 months",assault,IPC 351,2,24,60,Female,low,no
C04633,"Robbery case, undertrial for 19 months",robbery,IPC 392,19,36,59,Female,medium,no
C04634,"Physical assault case, detained for 18 months",assault,IPC 351,18,24,65,Male,medium,no
C04635,"Financial fraud case, undertrial for 5 months",fraud,IPC 420,5,12,38,Female,low,no
C04636,"Financial fraud case, undertrial for 11 months",fraud,IPC 420,11,12,26,Female,medium,no
C04637,"Physical assault case, undertrial for 13 months",assault,IPC 351,13,24,62,Female,medium,no
C04638,"Physical assault case, in custody for 14 months",assault,IPC 351,14,24,43,Male,medium,no
C04639,"Minor theft case, undertrial for 16 months",theft,IPC 379,16,6,65,Female,high,yes
C04640,"Robbery case, in custody for 34 months",robbery,IPC 392,34,36,67,Male,medium,no
C04641,"Minor theft case, detained for 17 months",theft,IPC 379,17,6,70,Female,high,yes
C04642,"Financial fraud case, in custody for 7 months",fraud,IPC 420,7,12,24,Male,medium,no
C04643,"Physical assault case, in custody for 15 months",assault,IPC 351,15,24,49,Male,medium,no
C04644,"Physical assault case, detained for 9 months",assault,IPC 351,9,24,66,Male,low,no
C04645,"Minor theft case, in custody for 26 months",theft,IPC 379,26,6,56,Male,high,yes
C04646,"Financial fraud case, undertrial for 3 months",fraud,IPC 420,3,12,35,Female,low,no
C04647,"Minor theft case, detained for 9 months",theft,IPC 379,9,6,22,Male,high,yes
C04648,"Robbery case, detained for 16 months",robbery,IPC 392,16,36,25,Female,low,no
C04649,"Physical assault case, detained for 30 months",assault,IPC 351,30,24,56,Male,high,yes
C04650,"Physical assault case, in custody for 35 months",assault,IPC 351,35,24,46,Female,high,yes
C04651,"Minor theft case, detained for 29 months",theft,IPC 379,29,6,55,Male,high,yes
C04652,"Financial fraud case, detained for 32 months",fraud,IPC 420,32,12,33,Female,high,yes
C04653,"Physical assault case, detained for 34 months",assault,IPC 351,34,24,22,Female,high,yes
C04654,"Minor theft case, in custody for 21 months",theft,IPC 379,21,6,66,Male,high,yes
C04655,"Financial fraud case, detained for 33 months",fraud,IPC 420,33,12,51,Male,high,yes
C04656,"Minor theft case, undertrial for 31 months",theft,IPC 379,31,6,33,Male,high,yes
C04657,"Minor theft case, in custody for 25 months",theft,IPC 379,25,6,38,Male,high,yes
C04658,"Physical assault case, undertrial for 15 months",assault,IPC 351,15,24,58,Female,medium,no
C04659,"Minor theft case, in custody for 34 months",theft,IPC 379,34,6,37,Male,high,yes
C04660,"Financial fraud case, undertrial for 24 months",fraud,IPC 420,24,12,69,Male,high,yes
C04661,"Financial fraud case, in custody for 18 months",fraud,IPC 420,18,12,50,Male,high,yes
C04662,"Financial fraud case, in custody for 22 months",fraud,IPC 420,22,12,35,Male,high,yes
C04663,"Robbery case, detained for 28 months",robbery,IPC 392,28,36,57,Female,medium,no
C04664,"Minor theft case, in custody for 24 months",theft,IPC 379,24,6,36,Male,high,yes
C04665,"Financial fraud case, undertrial for 20 months",fraud,IPC 420,20,12,31,Female,high,yes
C04666,"Financial fraud case, in custody for 26 months",fraud,IPC 420,26,12,40,Male,high,yes
C04667,"Financial fraud case, detained for 31 months",fraud,IPC 420,31,12,58,Male,high,yes
C04668,"Robbery case, detained for 27 months",robbery,IPC 392,27,36,62,Male,medium,no
C04669,"Physical assault case, undertrial for 6 months",assault,IPC 351,6,24,57,Female,low,no
C04670,"Minor theft case, in custody for 15 months",theft,IPC 379,15,6,32,Male,high,yes
C04671,"Minor theft case, detained for 20 months",theft,IPC 379,20,6,43,Female,high,yes
C04672,"Minor theft case, in custody for 24 months",theft,IPC 379,24,6,55,Male,high,yes
C04673,"Minor theft case, in custody for 19 months",theft,IPC 379,19,6,49,Male,high,yes
C04674,"Robbery case, in custody for 24 months",robbery,IPC 392,24,36,67,Female,medium,no
C04675,"Minor theft case, detained for 23 months",theft,IPC 379,23,6,40,Female,high,yes
C04676,"Minor theft case, detained for 14 months",theft,IPC 379,14,6,33,Female,high,yes
C04677,"Robbery case, in custody for 22 months",robbery,IPC 392,22,36,36,Female,medium,no
C04678,"Minor theft case, undertrial for 12 months",theft,IPC 379,12,6,55,Female,high,yes
C04679,"Minor theft case, in custody for 17 months",theft,IPC 379,17,6,55,Female,high,yes
C04680,"Minor theft case, detained for 13 months",theft,IPC 379,13,6,49,Female,high,yes
C04681,"Minor theft case, in custody for 13 months",theft,IPC 379,13,6,38,Male,high,yes
C04682,"Financial fraud case, detained for 16 months",fraud,IPC 420,16,12,56,Male,high,yes
C04683,"Physical assault case, in custody for 27 months",assault,IPC 351,27,24,49,Male,high,yes
C04684,"Robbery case, undertrial for 12 months",robbery,IPC 392,12,36,67,Male,low,no
C04685,"Minor theft case, in custody for 18 months",theft,IPC 379,18,6,70,Female,high,yes
C04686,"Physical assault case, undertrial for 6 months",assault,IPC 351,6,24,40,Male,low,no
C04687,"Financial fraud case, undertrial for 19 months",fraud,IPC 420,19,12,26,Female,high,yes
